publication_title,print_identifier,title_url,title_id,publisher_name,parent_publication_title_id
Journal of the ACM,0004-5411,https://dl.acm.org/loi/jacm,jacm,Association for Computing Machinery,
Journal on Computing and Cultural Heritage ,1556-4673,https://dl.acm.org/loi/jocch,jocch,Association for Computing Machinery,
Journal on Educational Resources in Computing,1531-4278,https://dl.acm.org/loi/jeric,jeric,Association for Computing Machinery,
K-12 Computer Science Framework,978-1-4503-5278-9,https://dl.acm.org/doi/book/10.1145/3079760,10.1145/3079760,Association for Computing Machinery,acmotherbooks
Kdd-2001,978-1-58113-391-2,https://dl.acm.org/doi/book/10.1145/863610,10.1145/863610,Association for Computing Machinery,acmotherbooks
Key Challenges for Multimedia Research in the Next Ten Years,,https://dl.acm.org/doi/book/10.5555/3351174,10.5555/3351174,National Science Foundation,dlbooks
"Large Scale Semantic Access to Content (Text, Image, Video, and Sound)",,https://dl.acm.org/doi/book/10.5555/1931390,10.5555/1931390,LE CENTRE DE HAUTES ETUDES INTERNATIONALES D'INFORMATIQUE DOCUMENTAIRE,acmotherconferences
Linux Journal,1075-3583,https://dl.acm.org/loi/linux,linux,Belltown Media,
MSIS 2016,,https://dl.acm.org/doi/book/10.1145/3129538,10.1145/3129538,Association for Computing Machinery,acmotherbooks
Making Databases Work,978-1-947487-19-2,https://dl.acm.org/doi/book/10.1145/3226595,10.1145/3226595,Association for Computing Machinery and Morgan & Claypool,acmbooks
Managing Large-scale Systems via the Analysis of System Logs and the Application of Machine Learning Techniques,978-1-4503-0978-3,https://dl.acm.org/doi/book/10.1145/2038633,10.1145/2038633,Association for Computing Machinery,acmconferences
Middleware '10 Posters and Demos Track,978-1-4503-0601-0,https://dl.acm.org/doi/book/10.1145/1930028,10.1145/1930028,Association for Computing Machinery,acmotherconferences
Model Curriculum and Guidelines for Undergraduate Degree Programs in Information Systems,,https://dl.acm.org/doi/book/10.1145/2593308,10.1145/2593308,Association for Computing Machinery,acmotherbooks
Model Curriculum and Guidelines for Undergraduate Degree Programs in Information Systems,,https://dl.acm.org/doi/book/10.1145/2593309,10.1145/2593309,Association for Computing Machinery,acmotherbooks
More programming pearls: confessions of a coder,978-0-201-11889-6,https://dl.acm.org/doi/book/10.1145/59928,10.1145/59928,Association for Computing Machinery,acmotherbooks
"Motion, Interaction and Games",978-1-4503-6994-7,https://dl.acm.org/doi/book/10.1145/3359566,10.1145/3359566,Association for Computing Machinery,acmotherconferences
Multimedia interface design,978-0-201-54981-2,https://dl.acm.org/doi/book/10.1145/146022,10.1145/146022,Association for Computing Machinery,acmotherbooks
NAACL-ANLP 2000 Workshop: Syntactic and Semantic Complexity in Natural Language Processing Systems,,https://dl.acm.org/doi/book/10.5555/1621055,10.5555/1621055,Association for Computational Linguistics,dlproceedings
NAACL-HLT Workshop on Future Directions and Needs in the Spoken Dialog Community: Tools and Data,,https://dl.acm.org/doi/book/10.5555/2390444,10.5555/2390444,Association for Computational Linguistics,dlproceedings
NSF Follow-on Workshop on Ultra-Low Latency Wireless Networks,,https://dl.acm.org/doi/book/10.1145/3087876,10.1145/3087876,Association for Computing Machinery,acmotherbooks
"NSF Workshop on ""Beyond Cognitive Radios""",,https://dl.acm.org/doi/book/10.5555/2581997,10.5555/2581997,National Science Foundation,dlbooks
NSF Workshop on Spectrum Measurements Infrastructure,,https://dl.acm.org/doi/book/10.1145/3087875,10.1145/3087875,Association for Computing Machinery,acmotherbooks
NSF Workshop on Supporting Scientific Discovery through Norms and Practices for Software and Data Citation and Attribution,,https://dl.acm.org/doi/book/10.5555/2795624,10.5555/2795624,National Science Foundation,dlbooks
NSF Workshop on Task-Based Information Search Systems,,https://dl.acm.org/doi/book/10.5555/3079761,10.5555/3079761,National Science Foundation,dlbooks
NSF Workshop on Ultra-Low Latency Wireless Networks,,https://dl.acm.org/doi/book/10.5555/2837683,10.5555/2837683,National Science Foundation,dlbooks
National Science Foundation Final Report on The Second Enhancing Access to the Radio Spectrum Workshop,,https://dl.acm.org/doi/book/10.5555/2904481,10.5555/2904481,National Science Foundation,dlbooks
"National Science Foundation Workshop on Future Directions in Cyber-Physical Systems, Robotics, and Autonomy",,https://dl.acm.org/doi/book/10.5555/2904482,10.5555/2904482,National Science Foundation,dlbooks
NeuroManagement and Intelligent Computing Method on Multimodal Interaction,978-1-4503-6972-5,https://dl.acm.org/doi/book/10.1145/3357160,10.1145/3357160,Association for Computing Machinery,acmconferences
Ninth international workshop on Principles of software evolution: in conjunction with the 6th ESEC/FSE joint meeting,978-1-59593-722-3,https://dl.acm.org/doi/book/10.1145/1294948,10.1145/1294948,Association for Computing Machinery,acmconferences
OOPSLA 2002 Practitioners Reports,978-1-58113-471-1,https://dl.acm.org/doi/book/10.1145/604251,10.1145/604251,Association for Computing Machinery,acmconferences
"Object-oriented concepts, databases, and applications",978-0-201-14410-9,https://dl.acm.org/doi/book/10.1145/63320,10.1145/63320,Association for Computing Machinery,acmotherbooks
"Object-oriented reuse, concurrency and distribution",978-0-201-56527-0,https://dl.acm.org/doi/book/10.1145/114668,10.1145/114668,Association for Computing Machinery,acmotherbooks
Object-oriented software engineering,978-0-201-54435-0,https://dl.acm.org/doi/book/10.1145/107216,10.1145/107216,Association for Computing Machinery,acmotherbooks
Ontology-Driven Software Engineering,978-1-4503-0548-8,https://dl.acm.org/doi/book/10.1145/1937128,10.1145/1937128,Association for Computing Machinery,acmconferences
"Papers and discussions presented at the Dec. 10-12, 1951, joint AIEE-IRE computer conference: Review of electronic digital computers",978-1-4503-7851-2,https://dl.acm.org/doi/book/10.1145/1434770,10.1145/1434770,Association for Computing Machinery,acmconferences
"Papers and discussions presented at the Dec. 8-10, 1953, eastern joint AIEE-IRE computer conference: information processing systems---reliability and requirements",978-1-4503-7853-6,https://dl.acm.org/doi/book/10.1145/1434878,10.1145/1434878,Association for Computing Machinery,acmconferences
"Papers and discussions presented at the December 10-12, 1956, eastern joint computer conference: New developments in computers",978-1-4503-7859-8,https://dl.acm.org/doi/book/10.1145/1455533,10.1145/1455533,Association for Computing Machinery,acmconferences
"Papers and discussions presented at the December 3-5, 1958, eastern joint computer conference: Modern computers: objectives, designs, applications",978-1-4503-7866-6,https://dl.acm.org/doi/book/10.1145/1458043,10.1145/1458043,Association for Computing Machinery,acmconferences
"Papers and discussions presented at the December 9-13, 1957, eastern joint computer conference: Computers with deadlines to meet",978-1-4503-7862-8,https://dl.acm.org/doi/book/10.1145/1457720,10.1145/1457720,Association for Computing Machinery,acmconferences
"Papers and discussions presented at the the November 7-9, 1955, eastern joint AIEE-IRE computer conference: Computers in business and industrial systems",978-1-4503-7857-4,https://dl.acm.org/doi/book/10.1145/1455319,10.1145/1455319,Association for Computing Machinery,acmconferences
Papers from the 1995 ACM SIGPLAN workshop on Intermediate representations,978-0-89791-754-4,https://dl.acm.org/doi/book/10.1145/202529,10.1145/202529,Association for Computing Machinery,acmconferences
Papers from the international symposium on Symbolic and algebraic computation,978-0-89791-489-5,https://dl.acm.org/doi/book/10.1145/143242,10.1145/143242,Association for Computing Machinery,acmconferences
Papers of the SIGCSE/CSA technical symposium on Computer science education,978-1-4503-7476-7,https://dl.acm.org/doi/book/10.1145/990555,10.1145/990555,Association for Computing Machinery,acmconferences
Papers of the Symposium on Interpreters and interpretive techniques,978-0-89791-235-8,https://dl.acm.org/doi/book/10.1145/29650,10.1145/29650,Association for Computing Machinery,acmconferences
Papers of the fourth international conference on LISP users and vendors,978-1-4503-4724-2,https://dl.acm.org/doi/book/10.1145/224139,10.1145/224139,Association for Computing Machinery,acmconferences
Papers on Twenty-five years of electronic design automation,978-0-89791-267-9,https://dl.acm.org/doi/book/10.1145/62882,10.1145/62882,Association for Computing Machinery,acmconferences
Papers presented at the 2005 workshop on Wireless traffic measurements and modeling,978-1-931971-33-1,https://dl.acm.org/doi/book/10.5555/1072430,10.5555/1072430,USENIX Association,acmconferences
"Papers presented at the December 1-3, 1959, eastern joint IRE-AIEE-ACM computer conference",978-1-4503-7868-0,https://dl.acm.org/doi/book/10.1145/1460299,10.1145/1460299,Association for Computing Machinery,acmconferences
"Papers presented at the December 13-15, 1960, eastern joint IRE-AIEE-ACM computer conference",978-1-4503-7871-0,https://dl.acm.org/doi/book/10.1145/1460512,10.1145/1460512,Association for Computing Machinery,acmconferences
"Papers presented at the February 26-28, 1957, western joint computer conference: Techniques for reliability",978-1-4503-7861-1,https://dl.acm.org/doi/book/10.1145/1455567,10.1145/1455567,Association for Computing Machinery,acmconferences
"Papers presented at the February 7-9, 1956, joint ACM-AIEE-IRE western computer conference",978-1-4503-7858-1,https://dl.acm.org/doi/book/10.1145/1455410,10.1145/1455410,Association for Computing Machinery,acmconferences
"Papers presented at the May 3-5, 1960, western joint IRE-AIEE-ACM computer conference",978-1-4503-7869-7,https://dl.acm.org/doi/book/10.1145/1460361,10.1145/1460361,Association for Computing Machinery,acmconferences
"Papers presented at the May 9-11, 1961, western joint IRE-AIEE-ACM computer conference",978-1-4503-7872-7,https://dl.acm.org/doi/book/10.1145/1460690,10.1145/1460690,Association for Computing Machinery,acmconferences
Papers presented at the seventh workshop on Empirical studies of programmers,978-0-89791-992-0,https://dl.acm.org/doi/book/10.1145/266399,10.1145/266399,Association for Computing Machinery,acmconferences
"Papers presented at the the March 3-5, 1959, western joint computer conference",978-1-4503-7865-9,https://dl.acm.org/doi/book/10.1145/1457838,10.1145/1457838,Association for Computing Machinery,acmconferences
Parallel computer systems,978-0-201-50937-3,https://dl.acm.org/doi/book/10.1145/100215,10.1145/100215,Association for Computing Machinery,acmotherbooks
Parallel functional languages and compilers,978-0-201-52243-3,https://dl.acm.org/doi/book/10.1145/107214,10.1145/107214,Association for Computing Machinery,acmotherbooks
Personal and Ubiquitous Computing,1617-4909,https://dl.acm.org/loi/puc,puc,Springer-Verlag,
Post-Proceedings of the 4th and 5th Workshops of the Forum for Information Retrieval Evaluation,978-1-4503-2830-2,https://dl.acm.org/doi/book/10.1145/2701336,10.1145/2701336,Association for Computing Machinery,acmotherconferences
Posters and Short Talks of the 1992 SIGCHI Conference on Human Factors in Computing Systems,978-1-4503-7804-8,https://dl.acm.org/doi/book/10.1145/1125021,10.1145/1125021,Association for Computing Machinery,acmconferences
Preprints of papers presented at the 13th national meeting of the Association for Computing Machinery,978-1-4503-7363-0,https://dl.acm.org/doi/book/10.1145/610937,10.1145/610937,Association for Computing Machinery,acmconferences
Preprints of papers presented at the 14th national meeting of the Association for Computing Machinery,978-1-4503-7364-7,https://dl.acm.org/doi/book/10.1145/612201,10.1145/612201,Association for Computing Machinery,acmconferences
"Principles, Systems and Applications of IP Telecommunications",978-1-4503-0631-7,https://dl.acm.org/doi/book/10.1145/1941530,10.1145/1941530,Association for Computing Machinery,acmotherconferences
Proc. of the ACM SIGGRAPH/SIGART interdisciplinary workshop on Motion: representation and perception,978-0-444-01079-7,https://dl.acm.org/doi/book/10.5555/22112,10.5555/22112,"Elsevier North-Holland, Inc.",acmconferences
Proccedings of the 10th European Conference on Software Architecture Workshops,978-1-4503-4781-5,https://dl.acm.org/doi/book/10.1145/2993412,10.1145/2993412,Association for Computing Machinery,acmotherconferences
Procceedings of the 13th International Workshop on the Web and Databases,978-1-4503-0186-2,https://dl.acm.org/doi/book/10.1145/1859127,10.1145/1859127,Association for Computing Machinery,acmconferences
Procedings of the Second Conference on Creativity and Innovation in Design,978-1-4503-0754-3,https://dl.acm.org/doi/book/10.1145/2079216,10.1145/2079216,Association for Computing Machinery,acmotherconferences
Proceeding from the 2006 workshop on Game theory for communications and networks,978-1-59593-507-6,https://dl.acm.org/doi/book/10.1145/1190195,10.1145/1190195,Association for Computing Machinery,acmconferences
Proceeding from the 2006 workshop on Tools for solving structured Markov chains,978-1-59593-506-9,https://dl.acm.org/doi/book/10.1145/1190366,10.1145/1190366,Association for Computing Machinery,acmconferences
Proceeding from the 2006 workshop on ns-2: the IP network simulator,978-1-59593-508-3,https://dl.acm.org/doi/book/10.1145/1190455,10.1145/1190455,Association for Computing Machinery,acmotherconferences
Proceeding of ACM SIGPLAN - SIGOPS interface meeting on Programming languages - operating systems,978-1-4503-7379-1,https://dl.acm.org/doi/book/10.1145/800021,10.1145/800021,Association for Computing Machinery,acmconferences
"Proceeding of the 11th annual international conference on Mobile systems, applications, and services",978-1-4503-1672-9,https://dl.acm.org/doi/book/10.1145/2462456,10.1145/2462456,Association for Computing Machinery,acmconferences
Proceeding of the 16th International Academic MindTrek Conference,978-1-4503-1637-8,https://dl.acm.org/doi/book/10.1145/2393132,10.1145/2393132,Association for Computing Machinery,acmotherconferences
"Proceeding of the 2013 workshop on Cellular networks: operations, challenges, and future design",978-1-4503-2074-0,https://dl.acm.org/doi/book/10.1145/2482985,10.1145/2482985,Association for Computing Machinery,acmconferences
Proceeding of the 23rd ACM Workshop on Network and Operating Systems Support for Digital Audio and Video,978-1-4503-1892-1,https://dl.acm.org/doi/book/10.1145/2460782,10.1145/2460782,Association for Computing Machinery,acmconferences
Proceeding of the 41st annual international symposium on Computer architecuture,978-1-4799-4394-4,https://dl.acm.org/doi/book/10.5555/2665671,10.5555/2665671,IEEE Press,acmconferences
Proceeding of the 44th ACM technical symposium on Computer science education,978-1-4503-1868-6,https://dl.acm.org/doi/book/10.1145/2445196,10.1145/2445196,Association for Computing Machinery,acmconferences
Proceeding of the fourth ACM workshop on Mobile cloud computing and services,978-1-4503-2072-6,https://dl.acm.org/doi/book/10.1145/2497306,10.1145/2497306,Association for Computing Machinery,acmconferences
"Proceeding of the tenth ACM international workshop on Vehicular inter-networking, systems, and applications",978-1-4503-2073-3,https://dl.acm.org/doi/book/10.1145/2482967,10.1145/2482967,Association for Computing Machinery,acmconferences
Proceeding of the workshop on Document Analysis and Recognition,978-1-4503-1797-9,https://dl.acm.org/doi/book/10.1145/2432553,10.1145/2432553,Association for Computing Machinery,acmotherconferences
"Proceedings Companion of the 2017 ACM SIGPLAN International Conference on Systems, Programming, Languages, and Applications: Software for Humanity",978-1-4503-5514-8,https://dl.acm.org/doi/book/10.1145/3135932,10.1145/3135932,Association for Computing Machinery,acmconferences
"Proceedings Companion of the 2019 ACM SIGPLAN International Conference on Systems, Programming, Languages, and Applications: Software for Humanity",978-1-4503-6992-3,https://dl.acm.org/doi/book/10.1145/3359061,10.1145/3359061,Association for Computing Machinery,acmconferences
Proceedings Companion of the 23rd Annual ACM Conference on Innovation and Technology in Computer Science Education,978-1-4503-6223-8,https://dl.acm.org/doi/book/10.1145/3293881,10.1145/3293881,Association for Computing Machinery,acmconferences
Proceedings Demo & Poster Track of ACM/IFIP/USENIX International Middleware Conference,978-1-4503-2549-3,https://dl.acm.org/doi/book/10.1145/2541614,10.1145/2541614,Association for Computing Machinery,acmconferences
Proceedings Proceedings of the 2nd International Workshop on Multimedia Content Analysis in Sports,978-1-4503-6911-4,https://dl.acm.org/doi/book/10.1145/3347318,10.1145/3347318,Association for Computing Machinery,acmconferences
Proceedings addendum of the 1985 ACM annual conference on The range of computing : mid-80s perspective: mid-80s perspective,978-0-89791-170-2,https://dl.acm.org/doi/book/10.1145/324409,10.1145/324409,Association for Computing Machinery,acmconferences
Proceedings for the 1st workshop on Script to Program Evolution,978-1-60558-543-7,https://dl.acm.org/doi/book/10.1145/1570506,10.1145/1570506,Association for Computing Machinery,acmotherconferences
Proceedings from the 2006 workshop on Interdisciplinary systems approach in performance evaluation and design of computer & communications sytems,978-1-59593-503-8,https://dl.acm.org/doi/book/10.1145/1190326,10.1145/1190326,Association for Computing Machinery,acmconferences
Proceedings of 16th Workshop on Formal Techniques for Java-like Programs,978-1-4503-2866-1,https://dl.acm.org/doi/book/10.1145/2635631,10.1145/2635631,Association for Computing Machinery,acmotherconferences
"Proceedings of 1972 ACM-SIGFIDET workshop on Data description, access and control",978-1-4503-7411-8,https://dl.acm.org/doi/book/10.1145/800295,10.1145/800295,Association for Computing Machinery,acmconferences
Proceedings of 1986 ACM Fall joint computer conference,978-0-8186-4743-7,https://dl.acm.org/doi/book/10.5555/324493,10.5555/324493,IEEE Computer Society Press,acmconferences
Proceedings of 1st international symposium on From digital footprints to social and community intelligence,978-1-4503-0925-7,https://dl.acm.org/doi/book/10.1145/2030066,10.1145/2030066,Association for Computing Machinery,acmconferences
"Proceedings of 2010 ICSE Workshop on Search-driven Development: Users, Infrastructure, Tools and Evaluation",978-1-60558-962-6,https://dl.acm.org/doi/book/10.1145/1809175,10.1145/1809175,Association for Computing Machinery,acmconferences
"Proceedings of 2011 International Conference for High Performance Computing, Networking, Storage and Analysis",978-1-4503-0771-0,https://dl.acm.org/doi/book/10.1145/2063384,10.1145/2063384,Association for Computing Machinery,acmconferences
Proceedings of 2011 international workshop on Ubiquitous affective awareness and intelligent interaction,978-1-4503-0932-5,https://dl.acm.org/doi/book/10.1145/2030092,10.1145/2030092,Association for Computing Machinery,acmconferences
Proceedings of 2018 International Conference on Big Data Technologies,978-1-4503-6427-0,https://dl.acm.org/doi/book/10.1145/3226116,10.1145/3226116,Association for Computing Machinery,acmotherconferences
Proceedings of 2018 International Conference on Mathematics and Artificial Intelligence,978-1-4503-6420-1,https://dl.acm.org/doi/book/10.1145/3208788,10.1145/3208788,Association for Computing Machinery,acmotherconferences
Proceedings of 2020 the 6th International Conference on Computing and Data Engineering,978-1-4503-7673-0,https://dl.acm.org/doi/book/10.1145/3379247,10.1145/3379247,Association for Computing Machinery,acmotherconferences
Proceedings of 24th Annual International Conference on Computer Science and Software Engineering,,https://dl.acm.org/doi/book/10.5555/2735522,10.5555/2735522,IBM Corp.,dlproceedings
Proceedings of 2nd ACM/IEEE international workshop on Mobility in the evolving internet architecture,978-1-59593-784-1,https://dl.acm.org/doi/book/10.1145/1366919,10.1145/1366919,Association for Computing Machinery,acmconferences
Proceedings of 2nd Workshop on General Purpose Processing on Graphics Processing Units,978-1-60558-517-8,https://dl.acm.org/doi/book/10.1145/1513895,10.1145/1513895,Association for Computing Machinery,acmotherconferences
Proceedings of 3rd ACM SIGCOMM workshop on Network and system support for games,978-1-58113-942-6,https://dl.acm.org/doi/book/10.1145/1016540,10.1145/1016540,Association for Computing Machinery,acmconferences
Proceedings of 3rd international workshop on Machine learning and music,978-1-4503-0161-9,https://dl.acm.org/doi/book/10.1145/1878003,10.1145/1878003,Association for Computing Machinery,acmconferences
Proceedings of 4th ACM SIGCOMM workshop on Network and system support for games,978-1-59593-156-6,https://dl.acm.org/doi/book/10.1145/1103599,10.1145/1103599,Association for Computing Machinery,acmotherconferences
Proceedings of 5th ACM SIGCOMM workshop on Network and system support for games,978-1-59593-589-2,https://dl.acm.org/doi/book/10.1145/1230040,10.1145/1230040,Association for Computing Machinery,acmconferences
Proceedings of 5th Asia-Pacific Workshop on Systems,978-1-4503-3024-4,https://dl.acm.org/doi/book/10.1145/2637166,10.1145/2637166,Association for Computing Machinery,acmotherconferences
Proceedings of 6th International Workshop on Context-Oriented Programming,978-1-4503-2861-6,https://dl.acm.org/doi/book/10.1145/2637066,10.1145/2637066,Association for Computing Machinery,acmconferences
Proceedings of ACL 2012 Student Research Workshop,,https://dl.acm.org/doi/book/10.5555/2390331,10.5555/2390331,Association for Computational Linguistics,dlproceedings
"Proceedings of ACM SIGPLAN International Workshop on Libraries, Languages, and Compilers for Array Programming",978-1-4503-2937-8,https://dl.acm.org/doi/book/10.1145/2627373,10.1145/2627373,Association for Computing Machinery,acmconferences
Proceedings of ACM SIGPLAN on Program Protection and Reverse Engineering Workshop 2014,978-1-4503-2649-0,https://dl.acm.org/doi/book/10.1145/2556464,10.1145/2556464,Association for Computing Machinery,acmconferences
Proceedings of ACM The First Annual International Conference on Nanoscale Computing and Communication,978-1-4503-2979-8,https://dl.acm.org/doi/book/10.1145/2619955,10.1145/2619955,Association for Computing Machinery,acmotherconferences
Proceedings of ACM Turing Celebration Conference - China,978-1-4503-6415-7,https://dl.acm.org/doi/book/10.1145/3210713,10.1145/3210713,Association for Computing Machinery,acmotherconferences
Proceedings of ACM Workshop on Theory of Implementation Security Workshop,978-1-4503-6827-8,https://dl.acm.org/doi/book/10.1145/3338467,10.1145/3338467,Association for Computing Machinery,acmconferences
Proceedings of ACM conference on History of medical informatics,978-0-89791-248-8,https://dl.acm.org/doi/book/10.1145/41526,10.1145/41526,Association for Computing Machinery,acmconferences
Proceedings of ACM conference on Proving assertions about programs,978-1-4503-7891-8,https://dl.acm.org/doi/book/10.1145/800235,10.1145/800235,Association for Computing Machinery,acmconferences
Proceedings of Alice Symposium on Alice Symposium,978-1-4503-2250-8,https://dl.acm.org/doi/book/10.1145/2532333,10.1145/2532333,Association for Computing Machinery,acmotherconferences
Proceedings of Annual IEEE/ACM International Symposium on Code Generation and Optimization,978-1-4503-2670-4,https://dl.acm.org/doi/book/10.1145/2581122,10.1145/2581122,Association for Computing Machinery,acmconferences
Proceedings of Annual Workshop on Network and Systems Support for Games,978-1-4799-2961-0,https://dl.acm.org/doi/book/10.5555/2664633,10.5555/2664633,IEEE Press,acmconferences
Proceedings of BioNLP 2011 Workshop,978-1-932432-91-6,https://dl.acm.org/doi/book/10.5555/2002902,10.5555/2002902,Association for Computational Linguistics,dlproceedings
Proceedings of Computer Graphics International 2018,978-1-4503-6401-0,https://dl.acm.org/doi/book/10.1145/3208159,10.1145/3208159,Association for Computing Machinery,acmotherconferences
Proceedings of Conference on Advances In Robotics,978-1-4503-2347-5,https://dl.acm.org/doi/book/10.1145/2506095,10.1145/2506095,Association for Computing Machinery,acmotherconferences
Proceedings of DARE 2000 on Designing augmented reality environments,978-1-4503-7326-5,https://dl.acm.org/doi/book/10.1145/354666,10.1145/354666,Association for Computing Machinery,acmconferences
Proceedings of FabLearn 2019,978-1-4503-6244-3,https://dl.acm.org/doi/book/10.1145/3311890,10.1145/3311890,Association for Computing Machinery,acmotherconferences
Proceedings of First International Workshop on Sensing and Big Data Mining,978-1-4503-2430-4,https://dl.acm.org/doi/book/10.1145/2536714,10.1145/2536714,Association for Computing Machinery,acmotherconferences
Proceedings of Gender and IT Appropriation. Science and Practice on Dialogue - Forum for Interdisciplinary Exchange,978-1-4503-2105-1,https://dl.acm.org/doi/book/10.5555/2670296,10.5555/2670296,European Society for Socially Embedded Technologies,acmotherconferences
Proceedings of Graphics Interface 2007,978-1-56881-337-0,https://dl.acm.org/doi/book/10.1145/1268517,10.1145/1268517,Association for Computing Machinery,acmotherconferences
Proceedings of HCI Korea,978-89-6848-791-0,https://dl.acm.org/doi/book/10.5555/2903626,10.5555/2903626,"Hanbit Media, Inc.",acmotherconferences
Proceedings of HCI Korea,978-89-6848-752-1,https://dl.acm.org/doi/book/10.5555/2729485,10.5555/2729485,"Hanbit Media, Inc.",acmotherconferences
Proceedings of HLT-NAACL 2004: Short Papers,978-1-932432-24-4,https://dl.acm.org/doi/book/10.5555/1613984,10.5555/1613984,Association for Computational Linguistics,dlproceedings
Proceedings of HLT/EMNLP on Interactive Demonstrations,,https://dl.acm.org/doi/book/10.5555/1225733,10.5555/1225733,Association for Computational Linguistics,dlproceedings
Proceedings of High Performance Graphics,978-1-4503-5101-0,https://dl.acm.org/doi/book/10.1145/3105762,10.1145/3105762,Association for Computing Machinery,acmconferences
Proceedings of High Performance Graphics,978-3-03868-008-6,https://dl.acm.org/doi/book/10.5555/2977336,10.5555/2977336,Eurographics Association,acmconferences
Proceedings of Human Language Technologies: The 2009 Annual Conference of the North American Chapter of the Association for Computational Linguistics,978-1-932432-41-1,https://dl.acm.org/doi/book/10.5555/1620754,10.5555/1620754,Association for Computational Linguistics,dlproceedings
"Proceedings of Human Language Technologies: The 2009 Annual Conference of the North American Chapter of the Association for Computational Linguistics, Companion Volume: Demonstration Session",,https://dl.acm.org/doi/book/10.5555/1620959,10.5555/1620959,Association for Computational Linguistics,dlproceedings
"Proceedings of Human Language Technologies: The 2009 Annual Conference of the North American Chapter of the Association for Computational Linguistics, Companion Volume: Short Papers",,https://dl.acm.org/doi/book/10.5555/1620853,10.5555/1620853,Association for Computational Linguistics,dlproceedings
"Proceedings of Human Language Technologies: The 2009 Annual Conference of the North American Chapter of the Association for Computational Linguistics, Companion Volume: Student Research Workshop and Doctoral Consortium",,https://dl.acm.org/doi/book/10.5555/1620932,10.5555/1620932,Association for Computational Linguistics,dlproceedings
"Proceedings of Human Language Technologies: The 2009 Annual Conference of the North American Chapter of the Association for Computational Linguistics, Companion Volume: Tutorial Abstracts",,https://dl.acm.org/doi/book/10.5555/1620950,10.5555/1620950,Association for Computational Linguistics,dlproceedings
Proceedings of Human Language Technologies: The Annual Conference of the North American Chapter of the Association for Computational Linguistics: Demonstrations,,https://dl.acm.org/doi/book/10.5555/1614164,10.5555/1614164,Association for Computational Linguistics,dlproceedings
Proceedings of IEEE professional communication society international professional communication conference and Proceedings of the 18th annual ACM international conference on Computer documentation: technology & teamwork,978-0-7803-6431-8,https://dl.acm.org/doi/book/10.5555/504800,10.5555/504800,IEEE Educational Activities Department,acmconferences
Proceedings of ILC 2014 on 8th International Lisp Conference,978-1-4503-2931-6,https://dl.acm.org/doi/book/10.1145/2635648,10.1145/2635648,Association for Computing Machinery,acmotherconferences
"Proceedings of Interacting with Sound Workshop: Exploring Context-Aware, Local and Social Audio Applications",978-1-4503-0883-0,https://dl.acm.org/doi/book/10.1145/2019335,10.1145/2019335,Association for Computing Machinery,acmotherconferences
Proceedings of International Conference on Advances in Mobile Computing & Multimedia,978-1-4503-2106-8,https://dl.acm.org/doi/book/10.1145/2536853,10.1145/2536853,Association for Computing Machinery,acmotherconferences
Proceedings of International Conference on Information Integration and Web-based Applications & Services,978-1-4503-2113-6,https://dl.acm.org/doi/book/10.1145/2539150,10.1145/2539150,Association for Computing Machinery,acmotherconferences
Proceedings of International Conference on Internet Multimedia Computing and Service,978-1-4503-2810-4,https://dl.acm.org/doi/book/10.1145/2632856,10.1145/2632856,Association for Computing Machinery,acmotherconferences
Proceedings of International Conference on Making Sense of Converging Media,978-1-4503-1992-8,https://dl.acm.org/doi/book/10.1145/2523429,10.1145/2523429,Association for Computing Machinery,acmotherconferences
Proceedings of International Conference on Multimedia Retrieval,978-1-4503-2782-4,https://dl.acm.org/doi/book/10.1145/2578726,10.1145/2578726,Association for Computing Machinery,acmotherconferences
Proceedings of International Conference on Systems and Storage,978-1-4503-2920-0,https://dl.acm.org/doi/book/10.1145/2611354,10.1145/2611354,Association for Computing Machinery,acmconferences
Proceedings of International Workshop on Adaptive Self-tuning Computing Systems,978-1-4503-2514-1,https://dl.acm.org/doi/book/10.1145/2553062,10.1145/2553062,Association for Computing Machinery,acmotherconferences
Proceedings of International Workshop on Engineering Simulations for Cyber-Physical Systems,978-1-4503-2614-8,https://dl.acm.org/doi/book/10.1145/2589650,10.1145/2589650,Association for Computing Machinery,acmotherconferences
Proceedings of International Workshop on Manycore Embedded Systems,978-1-4503-2822-7,https://dl.acm.org/doi/book/10.1145/2613908,10.1145/2613908,Association for Computing Machinery,acmotherconferences
Proceedings of International Workshop on Massively Multiuser Virtual Environments,978-1-4503-2708-4,https://dl.acm.org/doi/book/10.1145/2577387,10.1145/2577387,Association for Computing Machinery,acmconferences
Proceedings of Mensch und Computer 2019,978-1-4503-7198-8,https://dl.acm.org/doi/book/10.1145/3340764,10.1145/3340764,Association for Computing Machinery,acmotherconferences
Proceedings of Motion on Games,978-1-4503-2546-2,https://dl.acm.org/doi/book/10.1145/2522628,10.1145/2522628,Association for Computing Machinery,acmconferences
Proceedings of NGC 2000 on Networked group communication,978-1-58113-312-7,https://dl.acm.org/doi/book/10.1145/354644,10.1145/354644,Association for Computing Machinery,acmconferences
Proceedings of Network and Operating System Support on Digital Audio and Video Workshop,978-1-4503-2706-0,https://dl.acm.org/doi/book/10.1145/2597176,10.1145/2597176,Association for Computing Machinery,acmconferences
